gcs,min_latency,mean_latency,num_shards,throughput,remote
-1,0.0015790462493896484,0.0016313552856445312,1,250,1
-1,0.0011098384857177734,0.0011458873748779296,1,250,0
-2,0.00153350830078125,0.0015485286712646484,1,500,1
-2,0.001079559326171875,0.001105928421020508,1,500,0
0,0.034151554107666016,0.043030309677124026,1,500,1
0,0.042855262756347656,0.04904489517211914,1,500,0
-1,0.0014934539794921875,0.0015311717987060546,1,500,1
-1,0.0011265277862548828,0.001179981231689453,1,500,0
-2,0.0014464855194091797,0.0014974594116210938,1,1000,1
-2,0.001073598861694336,0.0011264324188232423,1,1000,0
0,0.023315906524658203,0.032096576690673825,1,1000,1
0,0.024751901626586914,0.032544946670532225,1,1000,0
-1,0.0014684200286865234,0.0015051841735839843,1,1000,1
-1,0.0011394023895263672,0.0011855602264404298,1,1000,0
-2,0.0015499591827392578,0.001587677001953125,1,1500,1
-2,0.0010983943939208984,0.0011382579803466796,1,1500,0
0,0.025829553604125977,0.051199483871459964,1,1500,1
0,0.022729873657226562,0.03710780143737793,1,1500,0
-1,0.0015728473663330078,0.0016138553619384766,1,1500,1
-1,0.001138448715209961,0.0011840343475341796,1,1500,0
-2,0.0014951229095458984,0.0015451431274414063,1,2000,1
-2,0.0010564327239990234,0.0011396408081054688,1,2000,0
0,0.021133899688720703,0.033043861389160156,1,2000,1
0,0.03230476379394531,0.04206562042236328,1,2000,0
-1,0.0015108585357666016,0.0015755653381347655,1,2000,1
-1,0.0011072158813476562,0.001134967803955078,1,2000,0
-2,0.0014314651489257812,0.0015187263488769531,1,2500,1
-2,0.0010600090026855469,0.0011049270629882812,1,2500,0
0,0.03979134559631348,0.05104637145996094,1,2500,1
0,0.037599802017211914,0.04950757026672363,1,2500,0
-1,0.0015034675598144531,0.0015372753143310547,1,2500,1
-1,0.0010786056518554688,0.0011181831359863281,1,2500,0
-2,0.0015072822570800781,0.0015443325042724609,4,250,1
-2,0.0010914802551269531,0.001123666763305664,4,250,0
0,0.0020835399627685547,0.002151012420654297,4,250,1
0,0.0016262531280517578,0.0016473293304443359,4,250,0
-1,0.0014820098876953125,0.0015555381774902343,4,250,1
-1,0.0010776519775390625,0.001160430908203125,4,250,0
-2,0.0015342235565185547,0.0015625,4,500,1
-2,0.00107574462890625,0.0011271953582763672,4,500,0
0,0.002012014389038086,0.014430952072143555,4,500,1
0,0.02609086036682129,0.032657194137573245,4,500,0
-1,0.0015435218811035156,0.0016008377075195312,4,500,1
-1,0.0010716915130615234,0.0011457443237304688,4,500,0
-2,0.0015642642974853516,0.0015917778015136718,4,1000,1
-2,0.0010905265808105469,0.0011435508728027343,4,1000,0
0,0.006412029266357422,0.019561004638671876,4,1000,1
0,0.0016853809356689453,0.018113374710083008,4,1000,0
-1,0.0014994144439697266,0.0015809059143066407,4,1000,1
-1,0.001123666763305664,0.0011679172515869141,4,1000,0
-2,0.001554250717163086,0.0016060829162597655,4,1500,1
-2,0.001079559326171875,0.0011446475982666016,4,1500,0
0,0.018100261688232422,0.02238125801086426,4,1500,1
0,0.027517318725585938,0.035564088821411134,4,1500,0
-1,0.0015225410461425781,0.0015657424926757812,4,1500,1
-1,0.0011441707611083984,0.0011790275573730468,4,1500,0
-2,0.001512765884399414,0.0015721797943115234,4,2000,1
-2,0.0010943412780761719,0.0011281013488769532,4,2000,0
0,0.015810012817382812,0.03639740943908691,4,2000,1
0,0.011302947998046875,0.03244829177856445,4,2000,0
-1,0.0015757083892822266,0.0016218185424804687,4,2000,1
-1,0.001157522201538086,0.0011856555938720703,4,2000,0
-2,0.0015130043029785156,0.0015491962432861329,4,2500,1
-2,0.0011267662048339844,0.0011578083038330078,4,2500,0
0,0.02969503402709961,0.051623964309692384,4,2500,1
0,0.024446964263916016,0.05402674674987793,4,2500,0
-1,0.0015156269073486328,0.00156707763671875,4,2500,1
-1,0.001108407974243164,0.00115966796875,4,2500,0
-2,0.0014827251434326172,0.0015465259552001954,1,250,1
-2,0.0011627674102783203,0.001180267333984375,1,250,0
0,0.001984834671020508,0.002074003219604492,1,250,1
0,0.0014891624450683594,0.001646280288696289,1,250,0
-1,0.001621246337890625,0.0016528606414794923,1,250,1
-1,0.001131296157836914,0.0011868000030517579,1,250,0
-2,0.0015926361083984375,0.001609039306640625,1,500,1
-2,0.0011036396026611328,0.0011284828186035156,1,500,0
0,0.03810763359069824,0.04555420875549317,1,500,1
0,0.04406118392944336,0.0531273365020752,1,500,0
-1,0.0015535354614257812,0.0015679359436035155,1,500,1
-1,0.001146078109741211,0.0011908531188964844,1,500,0
-2,0.0015230178833007812,0.001557636260986328,1,1000,1
-2,0.001094818115234375,0.0011344432830810546,1,1000,0
0,0.02564382553100586,0.03424968719482422,1,1000,1
0,0.032753944396972656,0.045090436935424805,1,1000,0
-1,0.0014910697937011719,0.001541471481323242,1,1000,1
-1,0.0011091232299804688,0.0011433601379394532,1,1000,0
-2,0.0014891624450683594,0.0015395641326904296,1,1500,1
-2,0.0010828971862792969,0.0011290550231933595,1,1500,0
0,0.017911434173583984,0.03039894104003906,1,1500,1
0,0.02532815933227539,0.03557367324829101,1,1500,0
-1,0.001501321792602539,0.0015475749969482422,1,1500,1
-1,0.0011179447174072266,0.0011520862579345703,1,1500,0
-2,0.001562356948852539,0.00158843994140625,1,2000,1
-2,0.0011186599731445312,0.0011403083801269532,1,2000,0
0,0.029204130172729492,0.03607397079467774,1,2000,1
0,0.022312641143798828,0.034754705429077146,1,2000,0
-1,0.0015325546264648438,0.001578044891357422,1,2000,1
-1,0.0011665821075439453,0.0011988639831542968,1,2000,0
-2,0.0014896392822265625,0.0015598297119140624,1,2500,1
-2,0.001049041748046875,0.0011078834533691407,1,2500,0
0,0.03731799125671387,0.045024442672729495,1,2500,1
0,0.038045406341552734,0.04489912986755371,1,2500,0
-1,0.0014576911926269531,0.001531362533569336,1,2500,1
-1,0.00109100341796875,0.0011797428131103515,1,2500,0
-2,0.0015025138854980469,0.001547861099243164,4,250,1
-2,0.0010619163513183594,0.0011286735534667969,4,250,0
0,0.0020020008087158203,0.0020648956298828123,4,250,1
0,0.0016181468963623047,0.0016672611236572266,4,250,0
-1,0.001650094985961914,0.0016969680786132813,4,250,1
-1,0.0012028217315673828,0.001239919662475586,4,250,0
-2,0.0014622211456298828,0.001506662368774414,4,500,1
-2,0.0011022090911865234,0.0011293888092041016,4,500,0
0,0.0033600330352783203,0.023324108123779295,4,500,1
0,0.0023674964904785156,0.02348647117614746,4,500,0
-1,0.001497507095336914,0.00157012939453125,4,500,1
-1,0.001130819320678711,0.0011960506439208985,4,500,0
-2,0.0015108585357666016,0.00158233642578125,4,1000,1
-2,0.0011327266693115234,0.0011606693267822265,4,1000,0
0,0.022722482681274414,0.029607105255126952,4,1000,1
0,0.016663551330566406,0.02534494400024414,4,1000,0
-1,0.0014996528625488281,0.001548624038696289,4,1000,1
-1,0.0011289119720458984,0.0011812686920166016,4,1000,0
-2,0.0015194416046142578,0.0015796661376953126,4,1500,1
-2,0.0010972023010253906,0.001138448715209961,4,1500,0
0,0.017487287521362305,0.027306222915649415,4,1500,1
0,0.019577503204345703,0.02695779800415039,4,1500,0
-1,0.0014848709106445312,0.0015188694000244141,4,1500,1
-1,0.0011699199676513672,0.0011997222900390625,4,1500,0
-2,0.0015132427215576172,0.0015554428100585938,4,2000,1
-2,0.0011014938354492188,0.0011431217193603516,4,2000,0
0,0.013852596282958984,0.03539090156555176,4,2000,1
0,0.024127483367919922,0.042523765563964845,4,2000,0
-1,0.0015637874603271484,0.0015923500061035157,4,2000,1
-1,0.0010914802551269531,0.001138019561767578,4,2000,0
-2,0.0015594959259033203,0.001589488983154297,4,2500,1
-2,0.0011484622955322266,0.0011725902557373046,4,2500,0
0,0.018665790557861328,0.043991470336914064,4,2500,1
0,0.037911415100097656,0.0665311336517334,4,2500,0
-1,0.0014760494232177734,0.0015584945678710938,4,2500,1
-1,0.0012044906616210938,0.0012384414672851562,4,2500,0
-2,0.0014586448669433594,0.0015021800994873048,1,250,1
-2,0.0011107921600341797,0.0011603832244873047,1,250,0
0,0.002016782760620117,0.002046489715576172,1,250,1
0,0.0014605522155761719,0.0016520023345947266,1,250,0
-1,0.0016140937805175781,0.0016431808471679688,1,250,1
-1,0.0010862350463867188,0.0011239051818847656,1,250,0
-2,0.0015397071838378906,0.0016037464141845704,1,500,1
-2,0.0010907649993896484,0.0011215686798095703,1,500,0
0,0.03995704650878906,0.046164846420288085,1,500,1
0,0.04307103157043457,0.05041637420654297,1,500,0
-1,0.001558065414428711,0.0016381263732910157,1,500,1
-1,0.0011072158813476562,0.0011554718017578124,1,500,0
-2,0.0014679431915283203,0.0015337467193603516,1,1000,1
-2,0.0011353492736816406,0.001168537139892578,1,1000,0
0,0.020740985870361328,0.03617868423461914,1,1000,1
0,0.024426937103271484,0.045165634155273436,1,1000,0
-1,0.0015103816986083984,0.0015910148620605468,1,1000,1
-1,0.0010991096496582031,0.0011713027954101563,1,1000,0
-2,0.0015299320220947266,0.0015726566314697265,1,1500,1
-2,0.0011119842529296875,0.0011524677276611329,1,1500,0
0,0.03380084037780762,0.04198155403137207,1,1500,1
0,0.029991865158081055,0.03658981323242187,1,1500,0
-1,0.0015408992767333984,0.0015934467315673827,1,1500,1
-1,0.0010988712310791016,0.001173686981201172,1,1500,0
-2,0.001447916030883789,0.0015237808227539062,1,2000,1
-2,0.0010662078857421875,0.0011287689208984374,1,2000,0
0,0.029198646545410156,0.04015641212463379,1,2000,1
0,0.03034806251525879,0.040696334838867185,1,2000,0
-1,0.00148773193359375,0.001537322998046875,1,2000,1
-1,0.0010819435119628906,0.0011522769927978516,1,2000,0
-2,0.0014424324035644531,0.0015070438385009766,1,2500,1
-2,0.0011105537414550781,0.0011564254760742187,1,2500,0
0,0.02664661407470703,0.04493427276611328,1,2500,1
0,0.03252363204956055,0.04944934844970703,1,2500,0
-1,0.00153350830078125,0.001568174362182617,1,2500,1
-1,0.001157522201538086,0.001187276840209961,1,2500,0
-2,0.0015456676483154297,0.001573944091796875,4,250,1
-2,0.0010995864868164062,0.001123332977294922,4,250,0
0,0.0020525455474853516,0.0020945072174072266,4,250,1
0,0.0016357898712158203,0.0016850948333740235,4,250,0
-1,0.0015227794647216797,0.0015535831451416015,4,250,1
-1,0.001089334487915039,0.0011175155639648437,4,250,0
-2,0.001466989517211914,0.001517486572265625,4,500,1
-2,0.0011296272277832031,0.0011591434478759766,4,500,0
0,0.002306699752807617,0.014668416976928712,4,500,1
0,0.0266876220703125,0.03205108642578125,4,500,0
-1,0.0014841556549072266,0.0015574932098388673,4,500,1
-1,0.0010809898376464844,0.0011579513549804688,4,500,0
-2,0.0014653205871582031,0.0015273094177246094,4,1000,1
-2,0.0010833740234375,0.0011364936828613282,4,1000,0
0,0.007941722869873047,0.021173095703125,4,1000,1
0,0.015103578567504883,0.029030561447143555,4,1000,0
-1,0.0014612674713134766,0.001519012451171875,4,1000,1
-1,0.0011470317840576172,0.001235628128051758,4,1000,0
-2,0.0014781951904296875,0.001518106460571289,4,1500,1
-2,0.0011446475982666016,0.0011744022369384766,4,1500,0
0,0.02687358856201172,0.03681955337524414,4,1500,1
0,0.008659124374389648,0.026611185073852538,4,1500,0
-1,0.0015070438385009766,0.0015793323516845703,4,1500,1
-1,0.0011408329010009766,0.0011681079864501952,4,1500,0
-2,0.0015311241149902344,0.001584625244140625,4,2000,1
-2,0.0010981559753417969,0.0011310577392578125,4,2000,0
0,0.033055782318115234,0.05446844100952149,4,2000,1
0,0.012912273406982422,0.027502965927124024,4,2000,0
-1,0.0015039443969726562,0.0015429973602294922,4,2000,1
-1,0.001146078109741211,0.0011888504028320312,4,2000,0
-2,0.0014977455139160156,0.0015274524688720704,4,2500,1
-2,0.0011222362518310547,0.0011497974395751954,4,2500,0
0,0.03293776512145996,0.05814199447631836,4,2500,1
0,0.029631376266479492,0.047381019592285155,4,2500,0
-1,0.001600027084350586,0.0016655445098876954,4,2500,1
-1,0.0011091232299804688,0.0011359214782714843,4,2500,0
-2,0.0015158653259277344,0.0015775680541992188,1,250,1
-2,0.0010879039764404297,0.0011243820190429688,1,250,0
0,0.002039194107055664,0.0020671367645263674,1,250,1
0,0.0015745162963867188,0.0015956878662109375,1,250,0
-1,0.0015091896057128906,0.0015502452850341796,1,250,1
-1,0.0011200904846191406,0.0011637210845947266,1,250,0
-2,0.0014607906341552734,0.0014967918395996094,1,500,1
-2,0.0010707378387451172,0.0011012554168701172,1,500,0
0,0.023787975311279297,0.049129152297973634,1,500,1
0,0.01068115234375,0.037355661392211914,1,500,0
-1,0.0015299320220947266,0.0016156673431396485,1,500,1
-1,0.0011861324310302734,0.0012174129486083984,1,500,0
-2,0.0015292167663574219,0.0015552997589111327,1,1000,1
-2,0.001140594482421875,0.0011809825897216796,1,1000,0
0,0.01713085174560547,0.031911277770996095,1,1000,1
0,0.024013280868530273,0.03434295654296875,1,1000,0
-1,0.0015337467193603516,0.001580524444580078,1,1000,1
-1,0.0010786056518554688,0.001112651824951172,1,1000,0
-2,0.0015115737915039062,0.0015886306762695312,1,1500,1
-2,0.0011272430419921875,0.0011713504791259766,1,1500,0
0,0.02765631675720215,0.039040327072143555,1,1500,1
0,0.0405423641204834,0.048755979537963866,1,1500,0
-1,0.0015034675598144531,0.001548433303833008,1,1500,1
-1,0.0010988712310791016,0.001127147674560547,1,1500,0
-2,0.0014793872833251953,0.001515674591064453,1,2000,1
-2,0.0011391639709472656,0.0011748790740966797,1,2000,0
0,0.017242431640625,0.03977193832397461,1,2000,1
0,0.03284454345703125,0.04092144966125488,1,2000,0
-1,0.001528024673461914,0.001598358154296875,1,2000,1
-1,0.0010936260223388672,0.001183938980102539,1,2000,0
-2,0.0014595985412597656,0.0015313148498535157,1,2500,1
-2,0.0010781288146972656,0.0011053085327148438,1,2500,0
0,0.03856229782104492,0.043301630020141604,1,2500,1
0,0.03246760368347168,0.040216922760009766,1,2500,0
-1,0.0014579296112060547,0.001556253433227539,1,2500,1
-1,0.0011014938354492188,0.0011562347412109376,1,2500,0
-2,0.0015053749084472656,0.0015535354614257812,4,250,1
-2,0.001093149185180664,0.00115966796875,4,250,0
0,0.001986265182495117,0.002044200897216797,4,250,1
0,0.0015897750854492188,0.0016327381134033203,4,250,0
-1,0.0014848709106445312,0.0015280723571777343,4,250,1
-1,0.0011055469512939453,0.0011633872985839845,4,250,0
-2,0.0015201568603515625,0.0015492439270019531,4,500,1
-2,0.0010678768157958984,0.0010915279388427734,4,500,0
0,0.013234376907348633,0.023623895645141602,4,500,1
0,0.01682257652282715,0.02671351432800293,4,500,0
-1,0.0015697479248046875,0.0016190052032470704,4,500,1
-1,0.001140594482421875,0.0011645793914794923,4,500,0
-2,0.0015628337860107422,0.0016201019287109375,4,1000,1
-2,0.001115560531616211,0.0011698246002197266,4,1000,0
0,0.0028047561645507812,0.01918826103210449,4,1000,1
0,0.0015079975128173828,0.015831565856933592,4,1000,0
-1,0.0015287399291992188,0.0015969276428222656,4,1000,1
-1,0.0011014938354492188,0.0011967658996582032,4,1000,0
-2,0.0015749931335449219,0.0015964031219482422,4,1500,1
-2,0.001065969467163086,0.0011011123657226562,4,1500,0
0,0.002233266830444336,0.017479753494262694,4,1500,1
0,0.024462461471557617,0.033101463317871095,4,1500,0
