base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.0008250209521588297,0.00027926079475030667,1,1,1000000000,10000000,0.14615072866581613,0.9661005753344701
0.0008810678693602363,0.0001545452222601895,1,1,1000000000,20000000,0.11883555000288955,0.5755228793326145
6.688310358153593e-06,1.807451277022762e-05,1,1,1000000000,40000000,0.09333063133332568,0.345170617668676
6.084680236414359e-07,0.00016507550789468514,1,1,1000000000,160000000,0.08624357900165099,0.2002707323335926
0.00014030548683599873,1.1202698368888629e-05,1,1,4000000000,10000000,0.45993620499939425,3.3715123283327557
0.00014766572830336732,4.719716786314767e-06,1,1,4000000000,20000000,0.36023726633235736,1.8073062506688682
0.00022162934612252974,0.0002158706571111045,1,1,4000000000,40000000,0.33844589700068656,1.0574812729998182
0.0001061148957054267,0.0003196714124910757,1,1,4000000000,80000000,0.3330135626674746,0.672923216331886
3.7719915474376796e-05,0.0004168197805442155,1,1,4000000000,160000000,0.3228193343311432,0.546475294334717
0.0012161004834132256,0.0006707635914920646,1,1,8000000000,10000000,0.8943530326650944,6.494555162333806
0.0014508496021735232,0.0018867859159973925,1,1,8000000000,20000000,0.6756351446674671,3.4051824779987023
0.0007742511313567632,0.0002783295234806801,1,1,8000000000,40000000,0.632639034333503,1.8616717376668628
0.000894358751907356,8.577213010868896e-05,1,1,8000000000,80000000,0.6242569156675017,1.211929789998976
0.0002678670230190226,0.0036583192935360893,1,1,8000000000,160000000,0.6231848733320172,0.9111003116680271
0.0009078682818467922,0.00015149418731487583,2,1,1000000000,10000000,0.25858575066862005,1.759305747000326
2.4748459756403668e-05,6.259998247084192e-05,2,1,1000000000,20000000,0.1855047550003898,1.0183619106634676
0.0015513119958341776,7.733994575827577e-05,2,1,1000000000,40000000,0.1864972386683803,0.5812190903331308
0.0015605841121075282,4.880838045392653e-05,2,1,4000000000,10000000,0.8847132533313319,6.508803196336278
0.0008167395819607143,0.0018855989192407673,2,1,4000000000,20000000,0.6760879433325803,3.451730859664773
0.001291800686994135,0.0004712101795150451,2,1,4000000000,40000000,0.6155669703318077,1.8570384806686586
0.0022663516775390234,0.00027767274981252947,2,1,4000000000,80000000,0.5796170026660548,1.1386391769968516
0.002855346823907905,0.0004974476826247119,2,1,4000000000,160000000,0.5816560393335143,0.8668985499995566
0.0008154559786198121,0.0007741882501334027,2,1,8000000000,10000000,1.7229501766681399,12.831583711333224
0.006011762908891822,0.00021201988233472097,2,1,8000000000,20000000,1.2865949840003548,6.635781984996963
0.00905558367740688,0.0007254891326839573,2,1,8000000000,40000000,1.1383989986691934,3.480744885336511
0.008621931649906045,0.002288999590022838,2,1,8000000000,80000000,1.161232908333962,2.0855471113318345
0.00613615393714421,0.0022207629328811736,2,1,8000000000,160000000,1.1537485843364266,1.5092401246656664
0.0005851792629052505,4.965729182356413e-06,4,1,1000000000,10000000,0.4640053593320772,3.3477626476669684
0.0002610062358250664,0.0005367683560215677,4,1,1000000000,20000000,0.3385023883359584,1.7889164850009063
0.0005666467430206155,0.0003004092713135128,4,1,1000000000,40000000,0.2986444846659045,0.9924907873355551
0.0026539058383522264,0.002234081876772515,4,1,4000000000,10000000,1.7189699276689983,12.830878819331701
0.004017634240526744,0.0012050207305380272,4,1,4000000000,20000000,1.272020764001354,6.650433575331893
0.011594954077897587,0.0012971429361606998,4,1,4000000000,40000000,1.134087040668722,3.501727164000234
0.008407113933059698,0.000988022126659126,4,1,4000000000,80000000,1.0618932133317383,2.0364963209988978
0.010249671907687288,0.007991768694055408,4,1,4000000000,160000000,1.0325455836621888,1.4778008196662995
0.001686855638944769,0.0015872232800674625,4,1,8000000000,10000000,3.4156685039997683,25.492268158336326
0.004410208934253578,0.0024305775942029683,4,1,8000000000,20000000,2.415418792334094,13.086790384331835
0.04025687385454594,0.0011542139550418777,4,1,8000000000,40000000,2.040856494330607,6.7586896749974885
0.03521475800680369,0.0070038968692751865,4,1,8000000000,80000000,2.105872846999167,3.884375355000278
0.025791771861584545,0.020179441064602354,4,1,8000000000,160000000,2.0384326169999745,2.571867826996216
0.0006401780869984327,0.002529787991608101,8,1,1000000000,10000000,0.8768439863318539,6.518359503665124
0.0011991040462376644,0.0002598842082327684,8,1,1000000000,20000000,0.6375847483310887,3.427117469997029
0.0031894170266110237,3.322236257593447e-05,8,1,1000000000,40000000,0.5303420633354108,1.813665727332894
0.0010186181607528021,0.010276410283589442,8,1,4000000000,10000000,3.374229686334729,25.459445558333147
0.004494643520571933,0.0012302163059719113,8,1,4000000000,20000000,2.3921454223333662,13.065066690333575
0.03790797500428864,0.0017527044813726753,8,1,4000000000,40000000,1.9955337810000249,6.745076560330442
0.03847070429876404,0.0038035461366444333,8,1,4000000000,80000000,1.8555930829995002,3.8367560996654597
0.047544892782238383,0.007395810538002749,8,1,4000000000,160000000,1.8001152643337264,2.5240487273331382
0.0022657870476942544,0.007897780129070473,8,1,8000000000,10000000,6.70219906566975,50.78422366567005
0.004313065745111765,0.0007995567905746317,8,1,8000000000,20000000,4.726768688332716,25.956571666669333
0.069275993224022,0.0027198149831763785,8,1,8000000000,40000000,3.702366338999127,13.316156666999936
0.15180180520883593,0.004585113023899314,8,1,8000000000,80000000,3.7022946263314225,7.30627284366589
0.15706466473792044,0.010321483275231714,8,1,8000000000,160000000,3.5445306156664933,4.71149914033352
