base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.09253793971302611,5.9050508994444065e-05,1,1,1000000000,10000000,0.34163391199884546,0.999370428668044
0.05346219862174068,0.00012746343268870097,1,1,1000000000,20000000,0.33738158599832485,0.5571620403328174
0.0004637639305307753,0.02341066800214231,1,1,1000000000,40000000,0.18695619033193603,0.4546524636656007
0.005075124129317992,0.010442005428058843,1,1,1000000000,80000000,0.1636697786670993,0.3051039640025313
2.7352747042455868e-05,0.01736848095048637,1,1,1000000000,160000000,0.0849195250023816,0.2996125723342023
0.13419616841506707,0.0025982130777388855,1,1,4000000000,10000000,0.6905739099966013,3.6374747096657907
0.16245208734832142,4.434793757870716e-05,1,1,4000000000,20000000,0.6720591583361966,1.9873944543360267
0.014420489297372682,0.00038012495703992167,1,1,4000000000,40000000,1.488164168666117,1.5066728106661078
0.0009538783005299291,0.00753906137342,1,1,4000000000,80000000,1.2857411926670466,1.1917293169996508
0.07183075058575145,0.009295439455530347,1,1,4000000000,160000000,0.7189748793316539,0.8460765453322286
0.0021563841860315408,0.004792080112746379,1,1,8000000000,10000000,0.8683192896666393,6.766511227331648
0.0021801763875619303,0.018935304675782364,1,1,8000000000,20000000,0.7427847189974273,3.640066410334839
0.0009389033851144473,0.30464144885933525,1,1,8000000000,40000000,0.7607507733337115,2.3758339949999936
0.9688139243879909,0.03833214835319379,1,1,8000000000,80000000,2.09206229733536,2.8072820933327116
0.8015308589524482,0.005663645569856659,1,1,8000000000,160000000,1.9381090420016942,2.5059822729987595
0.02201263895961877,0.0065541919805333325,2,1,1000000000,10000000,0.49712765333242714,1.8689596600015648
0.009305549330252455,1.1334296400200923,2,1,1000000000,20000000,0.45870111766513827,1.7909018229984213
0.11300551568174255,0.0005755915767867423,2,1,1000000000,40000000,0.45383127533326234,3.03005346833379
0.001069565231960446,0.03053294474427944,2,1,1000000000,80000000,0.22848489133320982,0.5262674659995051
0.06835418727025412,0.0014048485570558814,2,1,1000000000,160000000,0.37409938566755346,0.32810403933156823
0.2801771786595361,0.01223716154170383,2,1,4000000000,10000000,1.982462831333881,6.879588488668863
0.2724366860931329,0.0010378079760938186,2,1,4000000000,20000000,1.9388700850007201,3.685340761000892
0.003982351291409873,0.01766820752433687,2,1,4000000000,40000000,2.808031865667241,3.1521144599998174
0.004235538991353192,0.005239224057643831,2,1,4000000000,80000000,2.4820171519992678,2.9314715310004735
0.002384117764137783,0.0034785046707039237,2,1,4000000000,160000000,1.8280079169999226,2.5406036826655813
0.34620087628235713,0.0025033969327878376,2,1,8000000000,10000000,2.1620915286645563,13.350348728997536
0.09107340068172153,0.00373887301141744,2,1,8000000000,20000000,2.911554636336708,7.151588719330903
4.864735300742248,0.00956044169753416,2,1,8000000000,40000000,4.540073802001037,6.321753542331862
0.07442242307192795,0.0022052710701033905,2,1,8000000000,80000000,5.821130851002333,6.121446157000416
0.1371334344220411,0.019420659681358882,2,1,8000000000,160000000,5.233326186333822,5.7736594320012955
0.01888958524337279,0.0021673008130425747,4,1,1000000000,10000000,1.1276105070016154,3.48698460200103
0.009375237993583922,1.0625526361091804,4,1,1000000000,20000000,1.013081664998026,2.679179014002633
0.011010660280939716,0.8808579239446853,4,1,1000000000,40000000,0.7374162796671347,5.270891318665235
0.002050666197389288,0.00308235466071331,4,1,1000000000,80000000,0.41262038900216186,3.127106742669033
9.201844723019767e-05,0.05879991362236136,4,1,1000000000,160000000,0.29723805100123474,3.348394873670865
0.20554606843304446,0.004782604523228936,4,1,4000000000,10000000,4.461509419331075,13.128172372331997
0.2663147173088812,0.0003641217237331984,4,1,4000000000,20000000,4.508786044668038,6.987422732997705
0.004166870340192805,0.001060863307718721,4,1,4000000000,40000000,5.573333235666117,6.25469828399946
0.0021242074971621113,0.0036682242491400136,4,1,4000000000,80000000,4.757692427335617,6.101926084666047
0.041215870809613295,0.0374045820131541,4,1,4000000000,160000000,3.623949258336021,5.543527499663469
1.5086715258470373,0.037061414751264864,4,1,8000000000,10000000,6.7746740129999425,25.88263266366751
1.4501986690282818,0.004850190872296906,4,1,8000000000,20000000,9.079966773332368,13.72714100133453
0.06576094821153176,0.05924881773555484,4,1,8000000000,40000000,11.93491611933132,12.96410669166653
0.00734363580480889,0.004509293655044956,4,1,8000000000,80000000,11.341828721670026,12.48170114000095
0.07755760695459078,0.06299589038902155,4,1,8000000000,160000000,9.69565859666424,11.857055865667158
0.0032363867148217373,0.0028919753385732824,8,1,1000000000,10000000,2.381022704001225,6.840800181666661
0.011313948600414986,3.4025743322702016,8,1,1000000000,20000000,2.0925645896665324,5.914642306335736
0.010156392453002644,0.9620953098973013,8,1,1000000000,40000000,1.5928834993343723,11.02776641366654
0.0007748719461863127,0.013529853740863134,8,1,1000000000,80000000,0.726224517330896,8.791137543996834
0.006048782799695771,15.163900698918292,8,1,1000000000,160000000,0.5678452470019693,10.296802232000724
0.28426122258135866,0.012888450757725848,8,1,4000000000,10000000,9.80859640733494,25.64532946500064
0.3292014373697585,0.015266402234747324,8,1,4000000000,20000000,9.665326597663807,13.49398109799707
0.0389153876554286,0.005188265476543178,8,1,4000000000,40000000,11.07232140366735,12.929828830667248
0.11339529242737219,0.0016552702051894303,8,1,4000000000,80000000,9.422658941000313,12.350403490333216
0.01190751340719678,0.0058114956962436294,8,1,4000000000,160000000,7.202254209000482,12.014555674334892
1.468412338054777,0.009955560114849299,8,1,8000000000,10000000,19.478164070666633,51.18269893500352
1.4262884261956852,0.004313483023748312,8,1,8000000000,20000000,20.099904201333022,26.632019521666127
0.04902800649469422,0.013033855755663211,8,1,8000000000,40000000,23.417254991002363,25.788916969666996
0.13740659192360555,0.00804006266647117,8,1,8000000000,80000000,21.75324315699739,24.879794524997124
0.060312223450545384,0.0067264223250666074,8,1,8000000000,160000000,19.590653248335002,24.788685251332936
