base_var, ray_var, working_set_ratio, num_stages, object_store_size,object_size,baseline_pipeline,ray_pipeline
1.4526453329231878e-05,0.00040234951975507365,1,1,1000000000,10000000,0.10917120666514772,0.9976365973319238
0.00023314707425430839,0.01865653429999277,1,1,1000000000,20000000,0.1040630943365007,0.6629339993354127
7.73003004335754e-06,7.375728840672561e-06,1,1,1000000000,40000000,0.089152298666401,0.33454963633266743
2.276029742052643e-05,1.2128043869486919e-05,1,1,1000000000,80000000,0.079636205334585,0.21072223966378564
0.0010202754402941518,0.0017062582963791953,1,1,1000000000,160000000,0.126777186000254,0.25874970833441086
0.05059687634871932,0.0036227419593372837,1,1,4000000000,10000000,0.5974187960043006,3.483501176999804
0.0003927166177872319,0.0032772287067264635,1,1,4000000000,20000000,0.35760064366574323,1.8640130469987828
0.00018284591000668616,0.0006504882092687694,1,1,4000000000,40000000,0.3338149943350193,0.9991973366656263
0.00012310749065102224,0.00025299183189703703,1,1,4000000000,80000000,0.31423125166475074,0.6723541066652009
0.00011975513688857646,3.840407100815698e-05,1,1,4000000000,160000000,0.3151571826674626,0.5339965106662324
0.0014515576642980888,0.00017864998168185244,1,1,8000000000,10000000,0.8580124926690283,6.684839366665983
0.00047351295027183875,0.00013041412434295808,1,1,8000000000,20000000,0.7218878559967076,3.4587548566657156
0.0028307483342529523,0.00014730203156770587,1,1,8000000000,40000000,0.6987203489989042,1.832759258999431
0.0007284785426552677,0.0015564521901560875,1,1,8000000000,80000000,0.6293470506667896,1.202403590999893
0.0022977497354201024,0.002055420306197754,1,1,8000000000,160000000,0.6315024889991037,0.9236150603343655
6.0277743739557183e-05,0.0008623856897924327,2,1,1000000000,10000000,0.2033301853322579,1.865160840000802
0.024057929023217014,0.017245458873579426,2,1,1000000000,20000000,0.30424253166711424,1.1190316043333344
0.1052448538346395,0.000301277100865552,2,1,1000000000,40000000,0.40007167033278773,3.0499751003299025
0.041585779063467394,0.003087937814742582,2,1,1000000000,80000000,0.31337427499966,0.42101929433556506
0.007349742276167533,0.05271710026255366,2,1,1000000000,160000000,0.25562585200289806,0.565482748997359
0.24800749222793997,0.04401701467981117,2,1,4000000000,10000000,1.207141123668407,6.767772632997851
0.4290555186883617,0.003744537785033423,2,1,4000000000,20000000,1.1237294806657399,3.516688629000176
0.001406774493032394,0.0013845326165720813,2,1,4000000000,40000000,0.6220422716626975,1.8600080610000684
0.0016136867531501018,0.0019112141880737203,2,1,4000000000,80000000,0.5828760563332859,1.164320681995984
0.19401518836071982,0.2540499995106403,2,1,4000000000,160000000,1.2019765466660222,1.5945967496663798
0.0041189124076394515,0.003133892018749269,2,1,8000000000,10000000,1.6212532930003363,13.069783107329082
0.0032225474938591646,0.0027322792408592876,2,1,8000000000,20000000,1.2909780159970978,6.750466430331774
0.005436976324347298,0.0006244951465484924,2,1,8000000000,40000000,1.2466514773332165,3.4892190603350173
0.005306041611403426,0.0010197742701282646,2,1,8000000000,80000000,1.1648446133331163,2.1443102536698766
0.004917139137361529,0.0016609664153270688,2,1,8000000000,160000000,1.1343272869999055,1.5287625766674562
0.0001574195373795556,0.001347567911049296,4,1,1000000000,10000000,0.3886663083321764,3.422452491334601
0.00041244465538803837,0.03975472736963074,4,1,1000000000,20000000,0.3116082440004296,1.9879126236677014
0.038599540568697056,1.0417662465928192,4,1,1000000000,40000000,0.5356469160008904,5.316849250666564
0.0007028668822656915,0.7393216798033574,4,1,1000000000,80000000,0.37495495533463935,2.5951604889972564
0.0005385568667673749,0.04706815181918466,4,1,1000000000,160000000,0.3172723989991937,3.3362297386678015
2.302081314602159,0.016380392257738997,4,1,4000000000,10000000,2.690598751330981,13.111641246997655
3.1494974821675874,0.007177803042042443,4,1,4000000000,20000000,2.511022659331502,6.860832584000794
